city,date,fare,ride_id
Lake Danielberg,2019/1/5 17:44:41,28.79,9.79E+12
Barajasview,2019/3/29 1:02:09,29.55,3.84E+12
Liumouth,2019/3/3 5:13:18,26.6,4.28E+12
West Patrickchester,2019/3/6 0:02:29,31.33,2.57E+12
Lake Scottton,2019/1/13 13:34:04,24.81,3.96E+11
Liumouth,2019/1/4 21:06:42,34.77,8.50E+12
Williamsstad,2019/1/3 10:03:19,17.16,28294640252
Lake Danielberg,2019/2/4 17:32:55,24.49,8.60E+11
Justinberg,2019/2/28 21:39:35,14.4,1.13E+12
Jerryton,2019/3/7 5:24:37,15.82,8.11E+12
New Jacobville,2019/3/12 14:47:55,28.12,3.35E+12
Loganberg,2019/1/3 6:49:15,34.42,2.38E+11
West Patrickchester,2019/3/2 20:29:14,25.28,8.92E+12
South Evanton,2019/1/2 6:55:36,16.96,9.41E+12
North Markport,2019/5/4 15:30:04,28.93,1.47E+12
Port Angela,2019/4/2 22:13:52,25.84,8.02E+12
Richardfort,2019/4/14 11:56:28,43.01,7.64E+12
Rogerston,2019/1/27 19:45:00,13.4,9.76E+12
East Kaylahaven,2019/2/11 21:07:22,4.75,9.78E+12
Raymondhaven,2019/2/28 5:23:49,21.78,1.85E+12
Loganberg,2019/2/20 9:42:19,41.16,4.36E+12
South Jack,2019/2/17 9:55:15,18.08,3.67E+12
West Ericstad,2019/5/5 0:44:55,7.76,8.38E+12
Port Frank,2019/2/21 18:44:23,19.81,2.19E+12
Simpsonburgh,2019/1/23 20:35:28,39.95,1.11E+12
Simpsonburgh,2019/1/8 5:59:56,13.01,9.41E+12
South Evanton,2019/2/8 18:08:18,38.21,56240519093
Loganberg,2019/3/30 21:22:58,40.8,3.17E+12
New Paulville,2019/3/8 15:08:09,18.35,3.74E+12
East Kaylahaven,2019/4/30 8:22:19,37.41,1.76E+12
West Gabriel,2019/1/31 2:31:13,6.8,1.04E+12
South Phillip,2019/3/15 8:24:03,22.28,6.02E+12
Richardfort,2019/1/21 23:20:53,10.91,3.57E+12
Williamsview,2019/3/22 22:31:26,15.85,8.55E+12
West Patrickchester,2019/2/16 2:15:20,12.15,9.18E+12
North Jason,2019/5/7 20:05:15,24.2,3.92E+12
Karenberg,2019/4/13 5:14:30,23.73,4.06E+11
East Kaylahaven,2019/3/24 13:53:34,32.21,6.71E+12
Lake Jonathanshire,2019/4/9 21:41:30,15.96,5.77E+11
Williamsstad,2019/3/12 11:08:28,13.79,5.77E+12
Deanville,2019/1/28 3:13:21,31.65,6.50E+11
South Latoya,2019/2/25 23:06:10,25.87,4.91E+12
South Karenland,2019/2/26 13:01:09,38.05,4.45E+11
Justinberg,2019/1/27 7:35:46,28.41,3.49E+12
South Michelleport,2019/4/21 15:29:53,36.47,3.39E+12
Lake Jonathanshire,2019/1/16 9:27:03,26.27,3.27E+12
Jerryton,2019/3/25 12:14:58,9.64,9.48E+12
Grahamburgh,2019/2/23 14:58:29,41.98,3.69E+12
South Karenland,2019/2/26 20:40:36,35.61,8.41E+12
Johnton,2019/4/29 7:50:06,17.89,1.27E+12
Justinberg,2019/1/24 19:32:55,38.79,1.69E+12
Grahamburgh,2019/2/2 3:52:20,22.53,6.58E+12
North Markport,2019/1/17 11:37:05,8.68,9.30E+11
Port Samanthamouth,2019/1/1 21:04:01,11.71,1.85E+12
West Angela,2019/4/11 6:59:17,29.06,7.14E+11
Port David,2019/3/3 11:38:05,13.41,6.41E+12
Christopherfurt,2019/2/23 8:31:48,15.61,8.30E+12
Lake Scottton,2019/2/27 7:09:55,9.43,8.17E+12
Valentineton,2019/1/3 5:56:07,37.4,4.18E+12
Jerryton,2019/2/19 13:59:12,21.27,2.52E+12
Reynoldsfurt,2019/3/21 17:25:09,11.97,9.41E+12
Hurleymouth,2019/2/24 15:39:01,8.33,2.05E+12
South Latoya,2019/3/13 1:15:48,16.01,2.76E+12
North Jasmine,2019/3/21 18:31:39,39.02,7.93E+12
Richardfort,2019/3/16 23:00:51,21.39,2.37E+11
Roberthaven,2019/5/3 5:43:29,42.15,2.59E+12
South Michelleport,2019/1/5 5:57:54,39.9,6.11E+12
Port Johnbury,2019/1/15 18:45:38,40.32,2.12E+12
Loganberg,2019/1/31 15:03:08,20.36,1.82E+12
Robertport,2019/4/30 23:36:58,14.81,1.47E+12
South Michelleport,2019/2/27 2:00:20,10.4,6.48E+12
New Jacobville,2019/3/3 5:28:06,41.39,3.09E+12
Martinezhaven,2019/4/12 6:49:43,11.55,9.31E+12
West Gabriel,2019/4/8 21:34:32,13.31,8.63E+12
South Jack,2019/4/10 1:23:02,29.97,6.13E+12
New Paulville,2019/1/5 8:35:06,21.57,3.71E+12
Royland,2019/1/11 9:50:09,18.42,5.58E+12
Roberthaven,2019/1/15 21:25:59,30.42,5.91E+12
Justinberg,2019/3/12 16:33:25,24.41,3.09E+12
West Angela,2019/2/21 8:28:35,40.55,1.83E+12
North Madeline,2019/1/30 18:20:22,16.5,8.65E+12
Port Angela,2019/2/3 6:01:25,6.42,9.47E+12
North Jason,2019/3/30 6:31:58,12.04,6.62E+12
West Patrickchester,2019/4/18 11:41:23,29.12,8.01E+12
North Jason,2019/3/27 19:19:33,30.66,3.37E+12
West Anthony,2019/2/3 18:24:31,19.66,2.91E+12
Liumouth,2019/4/29 19:55:36,32.1,2.70E+12
Martinezhaven,2019/4/13 19:46:33,40.2,8.86E+12
West Josephberg,2019/1/12 12:45:18,5.77,5.09E+12
Simpsonburgh,2019/1/5 16:36:19,39.44,2.52E+11
New Paulville,2019/1/5 17:16:21,44.68,3.08E+12
Christopherfurt,2019/2/4 12:11:36,41.12,8.08E+11
Johnton,2019/3/15 21:16:53,30.27,1.60E+12
South Jack,2019/2/6 12:17:53,7.71,6.33E+12
Joneschester,2019/3/28 7:41:45,7.56,4.61E+12
Lake Danielberg,2019/2/23 13:51:10,9.25,8.30E+12
Port Frank,2019/1/18 11:45:12,19.98,4.49E+12
Lake Jonathanshire,2019/1/21 12:12:56,37.25,2.97E+12
Rogerston,2019/3/7 12:09:53,27.26,9.45E+12
South Karenland,2019/1/2 21:27:09,19.57,7.27E+12
West Gabriel,2019/1/15 18:25:13,11.71,3.84E+12
West Gabriel,2019/1/12 16:34:29,31.98,2.99E+12
Robertport,2019/3/17 22:50:46,14.61,8.50E+12
West Christopherberg,2019/4/3 12:01:59,33.03,1.48E+12
Lake Scottton,2019/4/2 21:10:19,43.2,3.93E+12
West Christopherberg,2019/2/7 1:24:59,10.91,3.73E+12
West Anthony,2019/4/18 8:11:39,11.2,3.22E+12
Robertport,2019/4/16 9:48:39,36.11,5.89E+12
Erikaland,2019/3/27 8:27:45,26.25,4.81E+12
Williamsview,2019/1/17 4:00:01,32.29,7.45E+12
West Robert,2019/1/30 11:32:45,43.02,7.20E+12
Hurleymouth,2019/2/6 0:10:22,32.93,4.14E+12
New Paulton,2019/2/21 2:37:43,27.56,3.95E+12
Deanville,2019/1/7 19:34:44,21.5,9.42E+12
Karenside,2019/1/12 1:28:33,37.73,1.87E+12
New Paulton,2019/3/12 13:53:39,38.26,79314274773
Port Samanthamouth,2019/4/9 20:55:32,24.99,6.74E+12
South Phillip,2019/5/3 11:43:11,8.3,8.58E+12
Lake Danielberg,2019/2/6 4:11:24,29.96,2.33E+12
Martinezhaven,2019/2/6 10:58:28,40.29,4.67E+12
Pattyland,2019/4/12 11:58:28,28.65,6.92E+12
Port Johnbury,2019/2/5 16:04:13,7.44,3.01E+12
Richardfort,2019/3/22 4:41:04,16.35,5.93E+12
Valentineton,2019/2/17 19:23:20,37.19,5.02E+12
Rodneyfort,2019/4/19 9:46:19,35.79,9.92E+12
West Christopherberg,2019/4/19 4:53:19,22.86,9.75E+12
Valentineton,2019/3/8 7:57:06,43.59,5.86E+12
New Jacobville,2019/2/21 8:59:20,40.05,3.02E+12
Joneschester,2019/5/5 2:00:02,21.74,2.73E+12
Johnton,2019/1/14 10:53:38,19.68,8.53E+12
West Heidi,2019/1/29 8:17:02,38.68,4.82E+12
West Christopherberg,2019/4/11 14:46:23,4.88,7.74E+12
West Angela,2019/3/17 9:42:27,23.45,7.77E+12
South Evanton,2019/1/9 15:10:06,40.73,6.53E+12
West Gabriel,2019/1/23 5:22:29,40.17,9.16E+12
Carriemouth,2019/4/5 2:03:50,38.17,8.16E+12
West Ericstad,2019/3/18 15:28:03,23.62,6.21E+12
North Jasmine,2019/4/22 15:53:37,6.49,1.62E+12
Martinezhaven,2019/4/30 0:42:10,36.07,1.52E+12
West Gabriel,2019/2/17 7:39:53,17.03,4.39E+12
Liumouth,2019/3/6 4:42:31,37.4,6.02E+11
Roberthaven,2019/5/2 21:36:24,21.8,3.46E+12
West Angela,2019/2/21 12:29:36,27.68,7.92E+11
West Robert,2019/2/1 11:37:56,30.94,2.18E+11
Carriemouth,2019/4/27 20:41:36,8.28,4.52E+11
North Jason,2019/1/8 23:32:07,10.74,1.78E+12
West Angela,2019/4/13 21:50:59,28.75,3.70E+12
Reynoldsfurt,2019/2/3 10:14:24,6.34,5.56E+12
Lake Jonathanshire,2019/4/11 21:32:27,22.48,3.51E+12
New Kimberlyborough,2019/2/5 11:23:41,18.02,3.98E+12
Jerryton,2019/3/23 8:27:26,37.89,4.28E+12
Joneschester,2019/3/4 18:00:23,41.65,9.83E+12
Lake Jonathanshire,2019/2/16 1:49:45,17.58,3.64E+12
Richardfort,2019/1/3 1:06:17,5.32,3.27E+12
Deanville,2019/1/29 21:11:43,25.39,9.62E+12
Richardfort,2019/3/29 15:16:01,37.76,4.80E+12
Royland,2019/3/23 12:21:09,13.7,8.51E+12
Jerryton,2019/4/20 18:57:54,29.84,8.13E+12
Lake Jonathanshire,2019/1/17 13:15:58,28.42,6.54E+12
Karenberg,2019/4/24 12:57:40,34.67,7.00E+12
Joneschester,2019/2/17 10:04:23,10.52,3.38E+12
Rogerston,2019/2/27 3:58:02,27.4,6.54E+12
North Jason,2019/1/11 5:08:48,19.64,6.88E+12
Reynoldsfurt,2019/4/11 23:49:34,38.35,6.52E+12
Rogerston,2019/1/26 14:42:49,11.13,9.12E+12
Grahamburgh,2019/3/11 8:09:20,34.53,1.67E+12
Lake Jonathanshire,2019/1/21 9:48:28,22.36,2.52E+12
Lake Danielberg,2019/3/5 23:23:36,44.77,9.04E+11
Liumouth,2019/1/30 8:51:20,22.9,2.85E+12
West Gabriel,2019/1/28 22:22:55,5.58,8.44E+12
North Jason,2019/1/24 1:46:56,40.15,6.72E+12
West Robert,2019/3/16 16:27:00,42.89,3.37E+12
Huntermouth,2019/1/24 17:07:21,42.36,2.88E+12
Karenside,2019/1/17 12:18:08,11.6,2.90E+12
Karenberg,2019/2/19 16:11:56,12.25,3.87E+12
Amandaburgh,2019/1/29 23:28:12,41.06,4.30E+12
West Robert,2019/2/18 11:51:18,44.97,3.42E+11
Pattyland,2019/1/12 20:07:34,17.85,1.72E+12
West Robert,2019/2/19 0:53:54,40.64,5.09E+12
Lake Jonathanshire,2019/2/23 6:10:30,26.63,5.37E+12
Raymondhaven,2019/3/31 14:58:15,7.67,3.68E+12
New Kimberlyborough,2019/4/24 2:21:17,37.73,2.21E+12
North Jasmine,2019/5/8 7:29:01,18.55,5.68E+12
Reynoldsfurt,2019/2/9 17:49:45,21.02,6.20E+12
West Anthony,2019/3/8 10:33:27,41.3,1.15E+12
West Christopherberg,2019/1/30 8:11:49,16.85,7.34E+12
Erikaland,2019/2/11 3:01:55,35.89,1.69E+12
Port Samanthamouth,2019/2/2 1:57:32,39.28,2.67E+12
New Jacobville,2019/4/30 11:44:33,5.6,3.98E+12
Huntermouth,2019/3/27 11:50:50,22.64,9.54E+12
Joneschester,2019/3/19 1:52:17,42.74,4.50E+12
Port Frank,2019/1/15 7:42:59,30.93,8.73E+12
Leahton,2019/3/3 1:24:39,43.44,4.29E+12
Raymondhaven,2019/2/7 16:19:04,38.67,8.35E+12
South Latoya,2019/4/22 12:29:10,27.54,3.39E+12
West Ericstad,2019/3/4 12:31:45,43.98,6.43E+12
Liumouth,2019/4/12 2:27:20,10.53,8.95E+12
Port Johnbury,2019/4/25 0:15:02,10.26,2.98E+12
Robertport,2019/4/18 6:58:23,24.48,4.27E+12
South Michelleport,2019/4/27 11:18:02,27.89,3.55E+11
Grahamburgh,2019/2/16 12:22:02,30.23,5.12E+12
Liumouth,2019/4/2 16:53:26,25.56,9.54E+12
Grahamburgh,2019/4/10 1:16:25,37.67,1.45E+12
Rogerston,2019/2/3 21:09:45,4.41,1.72E+12
New Paulville,2019/1/21 20:51:12,33.47,8.22E+12
Liumouth,2019/2/28 15:20:17,30.3,2.08E+12
Port Frank,2019/2/6 3:34:57,34.86,3.94E+12
Loganberg,2019/2/21 18:53:29,36.21,8.54E+12
Karenside,2019/3/21 23:26:36,26.69,7.73E+12
West Angela,2019/4/14 12:28:19,39.95,7.95E+12
West Josephberg,2019/1/31 13:24:51,38.28,4.20E+12
West Samuelburgh,2019/2/22 18:15:39,7.13,2.72E+12
Lake Danielberg,2019/2/6 19:59:52,30.31,3.40E+12
Johnton,2019/1/31 11:17:53,23.36,3.67E+12
West Ericstad,2019/1/21 12:14:36,8.07,7.51E+12
Lake Scottton,2019/4/18 23:06:40,4.36,5.84E+12
North Jasmine,2019/4/17 10:37:06,11.76,4.45E+12
North Jason,2019/4/15 17:35:38,42.29,5.01E+12
North Jason,2019/3/4 10:14:37,38.49,3.34E+12
Lake Danielberg,2019/2/17 5:30:12,11.7,4.87E+12
Christopherfurt,2019/4/4 1:11:37,24.47,5.72E+11
Port Johnbury,2019/1/4 2:56:24,32.75,1.74E+12
Port Angela,2019/5/4 9:50:38,21.62,6.30E+12
Port Frank,2019/4/28 9:03:54,15,7.32E+12
North Barbara,2019/1/8 5:21:41,25.84,3.51E+12
North Jason,2019/4/14 19:46:06,8.05,7.83E+12
Barajasview,2019/1/12 23:20:59,21.64,3.01E+12
North Jasmine,2019/1/13 16:18:44,16.92,5.90E+12
South Karenland,2019/4/25 5:20:00,36.71,7.09E+12
West Gabriel,2019/2/20 9:30:53,28.13,7.47E+12
Carriemouth,2019/3/25 21:25:47,26.4,4.29E+12
Huntermouth,2019/3/17 15:43:09,30.31,6.91E+12
Valentineton,2019/1/12 5:52:15,42.31,5.90E+12
East Kaylahaven,2019/1/29 6:40:02,26.79,5.04E+12
Lake Danielberg,2019/4/12 5:18:16,41.45,5.34E+12
West Robert,2019/1/15 8:14:17,33.91,2.16E+12
Williamsstad,2019/4/4 6:55:13,31.52,7.78E+11
Port David,2019/4/22 23:30:50,30.03,7.36E+12
Karenside,2019/3/3 18:15:32,19.19,1.72E+12
Valentineton,2019/3/16 23:59:11,5.23,7.41E+12
New Kimberlyborough,2019/4/3 3:36:16,43.07,5.60E+12
New Jacobville,2019/4/20 5:31:08,13.35,9.26E+12
Joneschester,2019/4/13 18:44:13,27.36,7.53E+12
Joneschester,2019/4/20 9:40:03,30.12,8.97E+12
Jerryton,2019/3/24 12:17:30,31.47,5.42E+12
Grahamburgh,2019/1/3 15:37:24,17.61,7.88E+12
Royland,2019/1/18 0:03:01,32.11,4.55E+12
West Robert,2019/3/10 20:00:35,6.74,6.68E+12
Karenside,2019/2/19 20:56:59,17.41,1.22E+12
Williamsview,2019/4/18 2:07:15,39.79,8.75E+12
Simpsonburgh,2019/3/3 8:45:54,7.63,4.18E+12
West Angela,2019/5/7 1:03:12,12.35,2.05E+12
West Heidi,2019/1/15 11:49:40,21.44,83498621902
Leahton,2019/3/13 9:17:41,36.79,6.21E+12
Reynoldsfurt,2019/2/14 11:25:10,39.4,9.07E+12
Christopherfurt,2019/3/13 1:47:52,32.05,2.79E+12
Raymondhaven,2019/3/20 2:20:34,38.53,8.66E+12
Port Johnbury,2019/3/26 7:22:45,7.63,8.09E+12
West Gabriel,2019/5/5 1:24:06,27.57,4.43E+12
Barronchester,2019/1/27 3:08:01,27.79,6.65E+12
East Kentstad,2019/4/7 19:44:19,18.75,6.58E+12
Lake Omar,2019/1/17 21:33:35,21.71,9.67E+11
Myersshire,2019/2/27 17:38:39,17.1,5.71E+12
West Hannah,2019/4/19 1:06:59,37.78,2.27E+12
East Marymouth,2019/3/29 8:36:20,37.6,6.37E+12
New Raymond,2019/2/25 21:40:18,20.44,5.98E+12
Lake Robertside,2019/1/11 20:17:36,46.51,6.57E+12
Josephside,2019/3/30 9:45:11,44.74,5.59E+12
Brandonfort,2019/1/14 12:35:27,28.02,8.10E+12
Josephside,2019/2/7 6:56:45,31.94,3.19E+12
New Raymond,2019/3/21 1:45:29,22.12,6.03E+12
Lewisland,2019/2/14 17:38:17,42.31,5.80E+11
East Kentstad,2019/1/22 20:43:30,35.01,8.75E+12
Myersshire,2019/4/29 6:08:03,17.99,1.13E+12
Myersshire,2019/1/10 6:32:04,45.81,7.01E+12
Lewisland,2019/1/30 15:08:13,32.4,5.10E+12
West Hannah,2019/3/22 20:18:32,25.86,7.62E+12
North Richardhaven,2019/2/18 10:21:39,41.54,4.27E+12
New Olivia,2019/3/29 2:52:48,44.12,7.72E+12
New Shannonberg,2019/3/19 8:13:37,25.46,3.75E+11
Barronchester,2019/5/5 4:03:11,30.38,2.28E+12
Nicolechester,2019/2/9 12:26:03,40.83,85473064902
New Raymond,2019/3/18 12:07:10,36.26,3.15E+12
New Raymond,2019/5/3 12:23:37,48.56,9.50E+12
Victoriaport,2019/4/21 15:21:47,12.13,3.31E+12
South Teresa,2019/1/29 12:51:02,38.47,5.75E+12
North Richardhaven,2019/4/7 0:32:23,36.32,5.01E+12
East Aaronbury,2019/3/19 10:43:53,20.04,4.12E+12
South Teresa,2019/2/23 4:35:04,46.02,4.62E+12
Bethanyland,2019/4/1 22:04:35,38.71,8.22E+12
Lake Scott,2019/1/10 11:08:48,37.96,8.13E+12
East Marymouth,2019/1/16 15:44:02,46.2,1.18E+12
North Jeffrey,2019/2/4 22:35:11,29.87,7.91E+12
Rodriguezview,2019/3/27 19:44:37,49.65,8.75E+12
Bethanyland,2019/3/15 19:42:56,37.09,6.24E+12
East Kentstad,2019/5/1 17:35:30,39.29,1.99E+12
Myersshire,2019/1/6 11:43:01,22.8,4.99E+11
Lake Robertside,2019/3/5 11:48:59,29.12,4.06E+12
Sotoville,2019/3/29 22:38:04,34.97,7.31E+12
South Brenda,2019/4/28 4:21:34,27.86,5.86E+12
Port Shane,2019/4/9 15:34:40,27.66,4.02E+12
Lake Omar,2019/3/26 5:52:39,48.26,5.01E+12
Lake Robertside,2019/4/30 20:45:11,22.26,2.02E+11
Lake Robertside,2019/3/18 8:04:49,44.21,9.84E+12
South Brenda,2019/4/21 3:08:39,17.8,3.50E+12
North Timothy,2019/4/6 10:06:34,38.39,4.78E+12
Nicolechester,2019/4/10 4:41:43,38.08,8.12E+12
Port Shane,2019/4/23 16:05:47,42.26,8.34E+12
New Shannonberg,2019/4/20 2:52:54,30.82,6.83E+12
Veronicaberg,2019/1/19 23:24:08,19.28,2.35E+12
West Hannah,2019/1/9 3:44:08,14.41,1.04E+12
Port Shane,2019/3/2 12:06:00,14.95,2.80E+12
Nicolechester,2019/3/8 19:51:14,16.35,1.05E+12
Victoriaport,2019/4/22 12:38:49,16.31,6.07E+12
New Raymond,2019/1/5 17:58:39,22.5,7.83E+12
New Shannonberg,2019/2/1 4:31:15,34.09,8.59E+12
East Marymouth,2019/4/27 5:31:31,36.11,8.31E+12
Williamsonville,2019/1/9 23:59:36,48.73,6.51E+12
East Kentstad,2019/4/19 21:05:09,22.42,1.14E+12
Victoriaport,2019/2/2 19:14:51,25.68,9.00E+12
New Raymond,2019/1/2 15:38:25,45.32,8.88E+12
Victoriaport,2019/4/2 17:12:08,12.19,6.99E+12
Barronchester,2019/4/25 19:11:43,36.13,2.66E+12
Brandonfort,2019/4/8 20:02:21,35.64,6.11E+12
Lewishaven,2019/4/19 1:08:58,21.92,7.11E+12
Brandonfort,2019/3/22 16:17:49,38.66,4.75E+12
Port Shane,2019/3/26 4:33:30,19.03,6.01E+12
East Marymouth,2019/3/21 11:01:26,17.43,1.62E+12
New Shannonberg,2019/1/15 12:26:34,35.34,7.45E+12
New Shannonberg,2019/5/5 5:25:56,16.77,8.39E+12
Lake Ann,2019/2/14 17:13:40,42.13,6.19E+12
Victoriaport,2019/3/14 3:47:26,16.5,7.11E+12
North Richardhaven,2019/1/22 14:55:35,18.45,2.63E+12
Rodriguezview,2019/4/20 0:03:07,23.58,3.29E+12
Grayville,2019/4/6 3:38:40,18.11,6.20E+12
Lake Robertside,2019/1/13 18:22:18,28.37,5.20E+12
West Hannah,2019/2/1 2:36:34,33.85,8.30E+12
New Olivia,2019/2/5 19:25:58,47.15,7.74E+12
Grayville,2019/4/28 11:40:49,43.22,6.02E+12
Port Shane,2019/3/15 12:09:42,31.58,2.55E+12
Myersshire,2019/3/26 11:33:21,28.71,2.18E+12
Lake Ann,2019/4/30 11:42:13,14.56,5.47E+12
Colemanland,2019/4/20 2:52:45,20.83,2.98E+12
West Kimmouth,2019/1/4 10:24:04,20.69,1.69E+12
Lake Ann,2019/3/6 8:49:32,13.61,1.26E+12
Lake Scott,2019/4/29 22:08:22,25.75,4.96E+12
Mezachester,2019/3/25 12:57:21,21.89,2.29E+12
Brandonfort,2019/5/2 3:14:18,48.63,4.44E+12
Lake Scott,2019/3/26 8:40:45,26.24,1.98E+12
Veronicaberg,2019/4/24 19:16:19,49.45,5.88E+12
Lewisland,2019/1/25 20:46:18,32.38,8.33E+12
Lake Scott,2019/5/7 12:33:26,21.72,7.63E+12
East Marymouth,2019/4/3 12:18:33,26.93,3.38E+12
Sotoville,2019/4/22 1:33:03,46.5,7.09E+12
North Richardhaven,2019/3/3 6:14:36,18.17,3.25E+12
New Shannonberg,2019/2/9 4:01:24,37.52,3.11E+12
New Raymond,2019/5/1 5:16:54,14.2,1.54E+12
Brandonfort,2019/1/2 1:41:26,49.95,1.30E+12
Lake Scott,2019/1/3 17:02:29,47.97,8.02E+12
Nicolechester,2019/5/2 19:37:54,36.59,6.82E+12
East Marymouth,2019/5/1 20:10:52,13.17,9.05E+12
Myersshire,2019/1/25 5:27:28,35.65,3.46E+12
Nicolechester,2019/3/4 3:06:14,27.67,1.79E+12
Davidfurt,2019/1/5 13:42:28,31.48,1.95E+12
Josephside,2019/3/12 19:25:22,29.47,1.70E+12
Myersshire,2019/1/2 16:59:55,33.62,6.49E+12
Sotoville,2019/1/25 6:31:47,24.13,7.37E+12
Veronicaberg,2019/2/2 3:49:35,26.42,8.46E+12
Josephside,2019/1/18 6:31:29,33.07,7.13E+12
Rodriguezview,2019/2/17 14:10:00,22.76,2.75E+12
Lewisland,2019/4/8 19:51:30,35.16,5.72E+12
Sotoville,2019/4/23 20:31:04,34.87,99483095214
Davidfurt,2019/1/17 17:58:27,28.28,6.65E+12
Mezachester,2019/1/22 0:59:29,40.67,1.96E+12
Josephside,2019/3/3 19:43:29,17.39,1.28E+12
Mezachester,2019/3/18 2:32:55,40.81,9.43E+12
New Shannonberg,2019/2/26 12:23:14,16.39,1.11E+12
East Marymouth,2019/3/8 4:55:41,43.79,1.70E+12
South Brenda,2019/1/19 0:13:41,44.36,6.11E+12
Colemanland,2019/3/5 4:33:30,13.39,8.89E+12
New Shannonberg,2019/5/3 21:53:58,34.08,1.77E+12
East Aaronbury,2019/3/16 11:15:13,20.59,6.15E+12
East Aaronbury,2019/1/27 9:53:22,28.56,5.98E+12
East Danielview,2019/2/25 3:54:05,26.33,5.14E+11
Barronchester,2019/3/31 6:05:30,44.24,1.25E+12
Mezachester,2019/4/26 3:30:47,30.75,3.18E+12
South Teresa,2019/4/2 4:02:51,23.78,2.96E+11
East Kentstad,2019/3/24 2:53:43,31.53,1.91E+12
Brandonfort,2019/3/19 5:49:55,45.52,2.01E+11
New Shannonberg,2019/5/7 7:08:15,20.52,8.31E+12
Grayville,2019/2/19 19:52:37,19.52,9.23E+12
South Teresa,2019/3/28 4:27:58,17.5,9.67E+12
East Marymouth,2019/3/12 10:46:49,38.26,5.24E+12
Lake Robertside,2019/4/10 3:39:14,34.14,9.36E+12
Colemanland,2019/3/2 2:11:21,36.81,1.17E+11
South Brenda,2019/1/10 0:17:24,47.52,3.07E+12
Lewisland,2019/1/28 11:38:16,35.6,9.37E+12
New Raymond,2019/1/15 12:51:37,47.01,3.57E+12
North Richardhaven,2019/1/1 14:52:06,31.15,7.19E+12
Josephside,2019/4/17 5:45:42,32.72,6.32E+12
Nicolechester,2019/4/5 1:38:49,19.57,1.11E+12
Veronicaberg,2019/1/18 10:33:29,33.04,4.34E+12
Colemanland,2019/2/20 4:19:28,43.09,8.70E+12
Lewishaven,2019/4/20 3:54:49,21.23,8.14E+12
Mezachester,2019/1/6 2:08:30,39.83,8.42E+12
Williamsonville,2019/2/1 17:54:05,38.9,1.25E+12
Josephside,2019/1/17 18:16:29,35.68,4.97E+12
New Olivia,2019/4/17 19:11:04,30.81,1.52E+12
East Marymouth,2019/1/27 12:18:40,43.06,6.91E+12
Lewishaven,2019/4/27 2:28:49,14.01,6.52E+12
North Richardhaven,2019/1/28 23:31:02,21.85,3.78E+12
New Raymond,2019/3/8 17:43:57,34.45,8.90E+12
South Teresa,2019/4/19 7:57:59,17.27,6.68E+12
Lake Ann,2019/5/7 20:40:29,24.89,7.36E+12
West Kimmouth,2019/1/13 20:10:45,19.47,6.50E+12
East Marymouth,2019/4/12 6:51:14,33.18,9.39E+12
North Jeffrey,2019/2/28 8:46:35,31.14,6.80E+12
Myersshire,2019/1/26 11:16:17,49.22,1.97E+12
Williamsonville,2019/1/17 1:26:36,28.65,6.11E+12
Victoriaport,2019/1/20 17:06:15,38.74,1.20E+11
West Hannah,2019/4/19 21:55:50,24.58,2.16E+12
Williamsonville,2019/2/12 17:54:17,26.49,8.22E+12
Lake Omar,2019/4/6 20:29:14,40.55,8.97E+12
East Marymouth,2019/4/2 1:04:22,20,9.37E+12
Brandonfort,2019/4/7 0:42:08,35.76,2.97E+12
Lake Ann,2019/1/15 19:40:34,28.15,3.60E+12
Lake Robertside,2019/1/23 0:24:51,46.83,3.57E+12
Brandonfort,2019/2/6 2:32:22,35.41,5.05E+12
New Olivia,2019/3/27 1:37:59,34.65,7.35E+12
Veronicaberg,2019/1/8 16:01:36,30.66,7.84E+12
New Shannonberg,2019/4/20 3:18:12,41.85,5.51E+12
Grayville,2019/3/14 23:10:28,25.12,3.75E+12
South Teresa,2019/3/12 5:26:11,23.46,8.44E+11
South Brenda,2019/2/19 12:50:35,29.37,6.76E+11
Lewisland,2019/1/7 17:32:46,17.57,3.77E+12
Lake Robertside,2019/2/5 3:17:09,21.45,3.67E+12
West Hannah,2019/2/18 14:27:55,40.22,8.81E+12
West Kimmouth,2019/2/8 21:11:13,27.93,6.52E+11
East Marymouth,2019/2/21 19:36:31,41.21,2.45E+12
Grayville,2019/2/13 6:07:20,48.59,4.96E+12
New Olivia,2019/3/5 22:01:35,19.21,8.46E+12
North Timothy,2019/4/29 23:10:18,29.39,6.61E+12
East Kentstad,2019/1/26 4:48:10,39.19,9.31E+12
East Danielview,2019/4/19 10:36:41,28.28,1.49E+11
Veronicaberg,2019/2/5 20:42:28,46.91,3.27E+12
West Hannah,2019/2/6 20:06:36,18.33,1.40E+12
West Hannah,2019/2/16 20:00:05,20.35,7.96E+12
Port Shane,2019/3/17 5:25:31,20.74,7.23E+12
East Marymouth,2019/3/6 14:00:04,35.95,5.15E+12
Veronicaberg,2019/4/25 18:21:25,24.51,6.53E+12
Lewisland,2019/1/25 11:35:50,44.61,7.56E+12
West Kimmouth,2019/3/16 18:10:06,35.36,6.76E+12
North Timothy,2019/4/20 7:06:27,46.24,2.79E+12
New Olivia,2019/1/27 12:15:38,46.97,3.20E+12
West Hannah,2019/3/25 2:14:26,40.11,4.50E+12
